Virus Strain Name	Accession ID	Data Source	Related ID	Lineage	Nuc.Completeness	Sequence Length	Sequence Quality	Quality Assessment	Host	Sample Collection Date	Location	Originating Lab	Submission Date	Submitting Lab	Create Time	Last Update Time
hCoV-19/Singapore/R23MR152/2023	EPI_ISL_17496006	GISAID	 	XBB.1.9.2	Complete	29834	High	0/1/-/-/-	Homo sapiens	2023-03-30	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R7NP42/2023	EPI_ISL_17496420	GISAID	 	XBB.1.16.1	Complete	29682	Low	64/0/NA/NA/NA	Homo sapiens	2023-04-10	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR238/2023	EPI_ISL_17496005	GISAID	 	XBB.2.3	Complete	29796	Low	628/1/NA/NA/NA	Homo sapiens	2023-04-01	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR441/2023	EPI_ISL_17496007	GISAID	 	XBB.1.9.2	Complete	29831	High	0/1/-/-/-	Homo sapiens	2023-04-06	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR343/2023	EPI_ISL_17496009	GISAID	 	XBB.1.9.2	Complete	29816	High	0/1/-/-/-	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR129/2023	EPI_ISL_17496008	GISAID	 	XBB.1.9.2	Complete	29825	High	0/1/-/-/-	Homo sapiens	2023-03-30	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R24MR96/2023	EPI_ISL_17496017	GISAID	 	XBB.1.9.2	Complete	29746	High	0/1/-/-/-	Homo sapiens	2023-04-06	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR168/2023	EPI_ISL_17496011	GISAID	 	XBB.1.9.2	Complete	29796	High	0/3/-/-/-	Homo sapiens	2023-03-30	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR261/2023	EPI_ISL_17496013	GISAID	 	XBB.1.9.2	Complete	29823	Low	21/4/NA/NA/NA	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR121/2023	EPI_ISL_17496012	GISAID	 	XBB.1.9.2	Complete	29791	High	0/0/-/-/-	Homo sapiens	2023-03-30	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR357/2023	EPI_ISL_17496014	GISAID	 	XBB.1.9.2	Complete	29831	High	0/4/-/-/-	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR240/2023	EPI_ISL_17496016	GISAID	 	XBB.1.9.2	Complete	29833	High	0/3/-/-/-	Homo sapiens	2023-04-01	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR319/2023	EPI_ISL_17496015	GISAID	 	XBB.1.9.2	Complete	29786	High	0/1/-/-/-	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR342/2023	EPI_ISL_17496019	GISAID	 	XBB.1.9.2	Complete	29713	High	0/1/-/-/-	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR323/2023	EPI_ISL_17496018	GISAID	 	XBB.1.9.2	Complete	29741	High	0/2/-/-/-	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R24MR21/2023	EPI_ISL_17496020	GISAID	 	XBB.1.9.2	Complete	29739	High	0/2/-/-/-	Homo sapiens	2023-04-06	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR139/2023	EPI_ISL_17496022	GISAID	 	XBB.1.9.2	Complete	29722	High	0/0/-/-/-	Homo sapiens	2023-03-30	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR154/2023	EPI_ISL_17496021	GISAID	 	XBB.1.9.2	Complete	29804	Low	25/4/NA/NA/NA	Homo sapiens	2023-03-30	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR233/2023	EPI_ISL_17496024	GISAID	 	XBB.1.9.2	Complete	29704	Low	21/5/NA/NA/NA	Homo sapiens	2023-04-01	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR411/2023	EPI_ISL_17496023	GISAID	 	XBB.1.9.2	Complete	29709	High	6/3/-/-/-	Homo sapiens	2023-04-04	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR202/2023	EPI_ISL_17496027	GISAID	 	XBB.1.9.2	Complete	29832	Low	449/2/NA/NA/NA	Homo sapiens	2023-03-31	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R24MR46/2023	EPI_ISL_17496028	GISAID	 	XBB.1.9.2	Complete	29774	Low	349/3/NA/NA/NA	Homo sapiens	2023-04-05	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR235/2023	EPI_ISL_17496026	GISAID	 	XBB.1.9.2	Complete	29766	Low	228/1/NA/NA/NA	Homo sapiens	2023-04-01	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR407/2023	EPI_ISL_17496030	GISAID	 	XBB.1.9.1	Complete	29834	High	0/0/-/-/-	Homo sapiens	2023-04-04	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR413/2023	EPI_ISL_17496032	GISAID	 	XBB.1.9.1	Complete	29833	High	0/2/-/-/-	Homo sapiens	2023-04-04	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR134/2023	EPI_ISL_17496038	GISAID	 	XBB.1.9.1	Complete	29818	High	0/0/-/-/-	Homo sapiens	2023-03-30	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR218/2023	EPI_ISL_17496035	GISAID	 	XBB.1.9.1	Complete	29833	High	4/0/-/-/-	Homo sapiens	2023-03-31	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R24MR482/202311	EPI_ISL_17496036	GISAID	 	XBB.1.9.1	Complete	29820	High	0/2/-/-/-	Homo sapiens	2023-03-27	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR275/2023	EPI_ISL_17496037	GISAID	 	XBB.1.9.1	Complete	29823	High	0/2/-/-/-	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR355/2023	EPI_ISL_17496075	GISAID	 	XBB.1.9.1	Complete	29731	High	0/1/-/-/-	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR350/2023	EPI_ISL_17496048	GISAID	 	XBB.1.9.1	Complete	29779	High	0/2/-/-/-	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR276/2023	EPI_ISL_17496039	GISAID	 	XBB.1.9.1	Complete	29818	High	0/0/-/-/-	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR390/2023	EPI_ISL_17496040	GISAID	 	XBB.1.9.1	Complete	29819	High	0/2/-/-/-	Homo sapiens	2023-04-04	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R24MR1/2023	EPI_ISL_17496074	GISAID	 	XBB.1.9.1	Complete	29830	Low	61/1/NA/NA/NA	Homo sapiens	2023-04-05	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R24MR57/2023	EPI_ISL_17496050	GISAID	 	XBB.1.9.1	Complete	29777	High	0/5/-/-/-	Homo sapiens	2023-04-05	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR184/2023	EPI_ISL_17496042	GISAID	 	XBB.1.9.1	Complete	29825	Low	17/2/NA/NA/NA	Homo sapiens	2023-03-31	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR315/2023	EPI_ISL_17496045	GISAID	 	XBB.1.9.1	Complete	29826	High	0/1/-/-/-	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR433/2023	EPI_ISL_17496084	GISAID	 	XBB.1.9.1	Complete	29724	Low	45/1/NA/NA/NA	Homo sapiens	2023-04-05	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R24MR80/2023	EPI_ISL_17496041	GISAID	 	XBB.1.9.1	Complete	29824	High	13/4/-/-/-	Homo sapiens	2023-04-06	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R24MR65/2023	EPI_ISL_17496044	GISAID	 	XBB.1.9.1	Complete	29825	High	0/0/-/-/-	Homo sapiens	2023-04-06	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR243/2023	EPI_ISL_17496043	GISAID	 	XBB.1.9.1	Complete	29818	High	0/1/-/-/-	Homo sapiens	2023-04-01	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR297/2023	EPI_ISL_17496046	GISAID	 	XBB.1.9.1	Complete	29779	High	0/0/-/-/-	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR292/2023	EPI_ISL_17496047	GISAID	 	XBB.1.9.1	Complete	29826	High	0/1/-/-/-	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R6NP45/2023	EPI_ISL_17496355	GISAID	 	XBB.1.16	Complete	29747	Low	37/0/NA/NA/NA	Homo sapiens	2023-04-06	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR384/2023	EPI_ISL_17496085	GISAID	 	XBB.1.9.1	Complete	29714	Low	41/1/NA/NA/NA	Homo sapiens	2023-04-04	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R24MR78/2023	EPI_ISL_17496066	GISAID	 	XBB.1.9.1	Complete	29755	High	0/1/-/-/-	Homo sapiens	2023-04-06	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R24MR53/2023	EPI_ISL_17496049	GISAID	 	XBB.1.9.1	Complete	29823	Low	21/1/NA/NA/NA	Homo sapiens	2023-04-05	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR422/2023	EPI_ISL_17496077	GISAID	 	XBB.1.9.1	Complete	29736	Low	22/2/NA/NA/NA	Homo sapiens	2023-04-05	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR158/2023	EPI_ISL_17496064	GISAID	 	XBB.1.9.1	Complete	29763	High	0/3/-/-/-	Homo sapiens	2023-03-30	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR320/2023	EPI_ISL_17496086	GISAID	 	XBB.1.9.1	Complete	29672	High	0/1/-/-/-	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR456/2023	EPI_ISL_17496063	GISAID	 	XBB.1.9.1	Complete	29823	High	0/1/-/-/-	Homo sapiens	2023-04-05	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR265/2023	EPI_ISL_17496088	GISAID	 	XBB.1.9.1	Complete	29672	Low	29/2/NA/NA/NA	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR244/2023	EPI_ISL_17496065	GISAID	 	XBB.1.9.1	Complete	29825	High	0/0/-/-/-	Homo sapiens	2023-04-01	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR140/2023	EPI_ISL_17496087	GISAID	 	XBB.1.9.1	Complete	29712	Low	81/2/NA/NA/NA	Homo sapiens	2023-03-30	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR453/2023	EPI_ISL_17496068	GISAID	 	XBB.1.9.1	Complete	29750	High	0/1/-/-/-	Homo sapiens	2023-04-05	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR414/2023	EPI_ISL_17496067	GISAID	 	XBB.1.9.1	Complete	29818	Low	60/3/NA/NA/NA	Homo sapiens	2023-04-04	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R24MR88/2023	EPI_ISL_17496069	GISAID	 	XBB.1.9.1	Complete	29747	High	0/0/-/-/-	Homo sapiens	2023-04-06	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR219/2023	EPI_ISL_17496071	GISAID	 	XBB.1.9.1	Complete	29804	High	0/2/-/-/-	Homo sapiens	2023-03-31	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR232/2023	EPI_ISL_17496070	GISAID	 	XBB.1.9.1	Complete	29808	Low	35/2/NA/NA/NA	Homo sapiens	2023-04-01	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR318/2023	EPI_ISL_17496072	GISAID	 	XBB.1.9.1	Complete	29795	High	0/2/-/-/-	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R24MR112/2023	EPI_ISL_17496073	GISAID	 	XBB.1.9.1	Complete	29821	High	0/0/-/-/-	Homo sapiens	2023-04-08	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR145/2023	EPI_ISL_17496051	GISAID	 	XBB.1.9.1	Complete	29796	High	0/4/-/-/-	Homo sapiens	2023-03-30	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR388/2023	EPI_ISL_17496053	GISAID	 	XBB.1.9.1	Complete	29791	High	0/1/-/-/-	Homo sapiens	2023-04-04	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR149/2023	EPI_ISL_17496052	GISAID	 	XBB.1.9.1	Complete	29786	High	0/0/-/-/-	Homo sapiens	2023-03-30	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR429/2023	EPI_ISL_17496055	GISAID	 	XBB.1.9.1	Complete	29831	High	0/1/-/-/-	Homo sapiens	2023-04-05	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R24MR73/2023	EPI_ISL_17496076	GISAID	 	XBB.1.9.1	Complete	29832	Low	63/2/NA/NA/NA	Homo sapiens	2023-04-06	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR203/2023	EPI_ISL_17496054	GISAID	 	XBB.1.9.1	Complete	29788	High	0/1/-/-/-	Homo sapiens	2023-03-31	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R24MR117/2023	EPI_ISL_17496057	GISAID	 	XBB.1.9.1	Complete	29828	Low	26/0/NA/NA/NA	Homo sapiens	2023-04-08	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR454/2023	EPI_ISL_17496079	GISAID	 	XBB.1.9.1	Complete	29831	High	0/2/-/-/-	Homo sapiens	2023-04-05	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR239/2023	EPI_ISL_17496056	GISAID	 	XBB.1.9.1	Complete	29817	High	0/1/-/-/-	Homo sapiens	2023-04-01	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR170/2023	EPI_ISL_17496080	GISAID	 	XBB.1.9.1	Complete	29786	Low	90/1/NA/NA/NA	Homo sapiens	2023-03-30	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR326/2023	EPI_ISL_17496078	GISAID	 	XBB.1.9.1	Complete	29704	High	0/1/-/-/-	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR281/2023	EPI_ISL_17496082	GISAID	 	XBB.1.9.1	Complete	29686	High	0/1/-/-/-	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR369/2023	EPI_ISL_17496059	GISAID	 	XBB.1.9.1	Complete	29791	High	0/0/-/-/-	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR347/2023	EPI_ISL_17496058	GISAID	 	XBB.1.9.1	Complete	29778	High	0/2/-/-/-	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR266/2023	EPI_ISL_17496060	GISAID	 	XBB.1.9.1	Complete	29819	High	0/2/-/-/-	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR186/2023	EPI_ISL_17496081	GISAID	 	XBB.1.9.1	Complete	29698	Low	28/1/NA/NA/NA	Homo sapiens	2023-03-31	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR401/2023	EPI_ISL_17496192	GISAID	 	XBB.1.16.1	Complete	29784	High	0/2/-/-/-	Homo sapiens	2023-04-04	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR180/2023	EPI_ISL_17496062	GISAID	 	XBB.1.9.1	Complete	29786	High	0/0/-/-/-	Homo sapiens	2023-03-30	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR206/2023	EPI_ISL_17496061	GISAID	 	XBB.1.9.1	Complete	29767	High	0/1/-/-/-	Homo sapiens	2023-03-31	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR269/2023	EPI_ISL_17496083	GISAID	 	XBB.1.9.1	Complete	29791	Low	70/1/NA/NA/NA	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R24MR90/2023	EPI_ISL_17496213	GISAID	 	XBB.1.16	Complete	29833	High	0/2/-/-/-	Homo sapiens	2023-04-06	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR138/2023	EPI_ISL_17496210	GISAID	 	XBB.1.16	Complete	29833	High	0/2/-/-/-	Homo sapiens	2023-03-30	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R24MR48/2023	EPI_ISL_17496198	GISAID	 	XBB.1.16.1	Complete	29757	High	0/1/-/-/-	Homo sapiens	2023-04-05	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR450/2023	EPI_ISL_17496219	GISAID	 	XBB.1.16	Complete	29824	High	0/2/-/-/-	Homo sapiens	2023-04-05	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R6NP9/2023	EPI_ISL_17496311	GISAID	 	XBB.2.3	Partial	29453	Low	181/0/NA/NA/NA	Homo sapiens	2023-04-05	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R6NP49/2023	EPI_ISL_17496314	GISAID	 	XBB.1.9.2	Complete	29747	Low	349/0/NA/NA/NA	Homo sapiens	2023-04-06	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R6NP11/2023	EPI_ISL_17496318	GISAID	 	XBB.1.9.1	Complete	29747	High	1/0/-/-/-	Homo sapiens	2023-04-05	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R6NP31/2023	EPI_ISL_17496340	GISAID	 	XBB.1.16.1	Complete	29747	High	1/0/-/-/-	Homo sapiens	2023-04-05	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R24MR98/2023	EPI_ISL_17496127	GISAID	 	XBB.1.5	Complete	29801	High	0/4/-/-/-	Homo sapiens	2023-04-06	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR215/2023	EPI_ISL_17496126	GISAID	 	XBB.1.5	Complete	29796	High	0/1/-/-/-	Homo sapiens	2023-03-31	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR179/2023	EPI_ISL_17496129	GISAID	 	XBB.1.5	Complete	29786	High	0/1/-/-/-	Homo sapiens	2023-03-30	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR366/2023	EPI_ISL_17496122	GISAID	 	XBB.1.5	Complete	29830	High	0/1/-/-/-	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR268/2023	EPI_ISL_17496128	GISAID	 	XBB.1.5	Complete	29796	High	0/3/-/-/-	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R24MR114/2023	EPI_ISL_17496163	GISAID	 	XBB.1.22.2	Partial	29745	Low	47/3/NA/NA/NA	Homo sapiens	2023-04-08	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR267/2023	EPI_ISL_17496162	GISAID	 	XBB.1.22.2	Complete	29734	Low	25/2/NA/NA/NA	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR172/2023	EPI_ISL_17496121	GISAID	 	XBB.1.5	Complete	29825	High	0/1/-/-/-	Homo sapiens	2023-03-30	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR409/2023	EPI_ISL_17496165	GISAID	 	XBB.1.22.1	Complete	29806	High	0/1/-/-/-	Homo sapiens	2023-04-04	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR375/2023	EPI_ISL_17496164	GISAID	 	XBB.1.22.2	Complete	29831	Low	374/2/NA/NA/NA	Homo sapiens	2023-04-04	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR271/2023	EPI_ISL_17496120	GISAID	 	XBB.1.5	Complete	29831	High	0/2/-/-/-	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R24MR85/2023	EPI_ISL_17496123	GISAID	 	XBB.1.5	Complete	29831	High	0/2/-/-/-	Homo sapiens	2023-04-06	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR417/2023	EPI_ISL_17496167	GISAID	 	XBB.1.22.1	Complete	29786	High	0/2/-/-/-	Homo sapiens	2023-04-04	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R24MR47/2023	EPI_ISL_17496166	GISAID	 	XBB.1.22.1	Complete	29790	High	0/1/-/-/-	Homo sapiens	2023-04-05	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR424/2023	EPI_ISL_17496089	GISAID	 	XBB.1.9.1	Complete	29598	High	0/2/-/-/-	Homo sapiens	2023-04-05	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R24MR87/2023	EPI_ISL_17496169	GISAID	 	XBB.1.22.1	Complete	29754	Low	52/1/NA/NA/NA	Homo sapiens	2023-04-06	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R24MR32/2023	EPI_ISL_17496125	GISAID	 	XBB.1.5	Complete	29827	High	0/4/-/-/-	Homo sapiens	2023-04-07	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R24MR19/2023	EPI_ISL_17496124	GISAID	 	XBB.1.5	Complete	29831	Low	23/2/NA/NA/NA	Homo sapiens	2023-04-06	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR204/2023	EPI_ISL_17496168	GISAID	 	XBB.1.22.1	Complete	29743	High	0/0/-/-/-	Homo sapiens	2023-03-31	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR205/2023	EPI_ISL_17496091	GISAID	 	XBB.1.9.1	Complete	29752	Low	163/1/NA/NA/NA	Homo sapiens	2023-03-31	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R23MR416/2023	EPI_ISL_17496090	GISAID	 	XBB.1.9.1	Complete	29618	High	0/2/-/-/-	Homo sapiens	2023-04-04	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR299/2023	EPI_ISL_17496170	GISAID	 	XBB.1.22.1	Complete	29778	High	0/0/-/-/-	Homo sapiens	2023-04-03	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
hCoV-19/Singapore/R23MR223/2023	EPI_ISL_17496093	GISAID	 	XBB.1.9.1	Complete	29823	Low	292/6/NA/NA/NA	Homo sapiens	2023-04-01	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:08:28
hCoV-19/Singapore/R24MR4/2023	EPI_ISL_17496092	GISAID	 	XBB.1.9.1	Partial	29508	High	12/1/NA/NA/NA	Homo sapiens	2023-04-05	Singapore		2023-04-18		2023-04-22 05:08:28	2023-04-22 05:20:38
